,Year 1 (Oct 2023-Sep 2024),Year 2 (Oct 2024-Sep 2025),YoY_change,YoY_pct
Intercept,12908028.663006915,12908028.663006915,0.0,0.0
ACV Weighted Distribution,6283530.846148967,6018310.2815548405,-265220.5645941263,-4.2208842621767975
Weighted Weeks Feature and Display,256862.66602853042,291831.6329075224,34968.96687899195,13.613876792475498
_C_COMPETITOR10__ACV Weighted Distribution,-16527282.641026655,-16789964.08670563,-262681.44567897357,-1.5893807311487724
Weighted Weeks Price Reductions Only,949717.046820243,1063950.3169967597,114233.27017651673,12.028137281412633
_C_COMPETITOR3__Weighted Weeks Price Reductions Only,-1055490.3890035818,-1121726.8094610223,-66236.42045744043,-6.27541673022431
PSAVERT,993968.0694413136,897568.5582241039,-96399.51121720974,-9.698451507742464
CFNAI,-33194.132162674236,-17753.48579848622,15440.646364188015,46.5161923454367
Unemployment_Rate,891304.0611238171,958151.8657081034,66847.80458428629,7.500000000000001
