,Year 1 (Oct 2023-Sep 2024),Year 2 (Oct 2024-Sep 2025),YoY_change,YoY_pct
Intercept,-140640.83782041384,-140640.83782041384,0.0,0.0
ACV Weighted Distribution,3075433.484365267,3008077.182403441,-67356.30196182616,-2.1901400990868023
Avg Weekly Items per Store Selling,3792606.4122172426,3622473.4828866767,-170132.92933056597,-4.485910501614705
Price per Volume,-4338507.833812598,-4406051.855880121,-67544.02206752263,-1.556849143871805
