,Year 1 (Oct 2023-Sep 2024),Year 2 (Oct 2024-Sep 2025),YoY_change,YoY_pct
Intercept,1066736.1499382774,1066736.1499382774,0.0,0.0
ACV Weighted Distribution,266232.175816891,246507.67269840228,-19724.503118488734,-7.408760063642659
Seasonality_Index,1024261.5325597938,1024261.5325597938,0.0,0.0
UMCSENT,810985.295128975,717664.2663838284,-93321.02874514658,-11.507117244376827
Price per Volume,-1577800.173168384,-1550197.038642646,27603.134525737958,1.749469609342737
Weighted Weeks Display Only,627569.9821206568,516791.80976533936,-110778.1723553174,-17.651923372909057
Weighted Weeks Feature and Display,140795.3078953987,43186.14449211454,-97609.16340328415,-69.32700021211012
_C_COMPETITOR6__Weighted Weeks Display Only,-188412.92764234,-140700.1636684843,47712.763973855675,25.323508620612138
CFNAI,21928.953645038113,11728.439388170533,-10200.51425686758,-46.5161923454367
