,Year 1 (Jan 2024-Dec 2024),Year 2 (Jan 2025-Dec 2025),YoY_change,YoY_pct
Intercept,-127014.48925153706,-127014.48925153706,0.0,0.0
ACV Weighted Distribution,43348.48487041522,49454.48860586257,6106.003735447353,14.085852720574838
Seasonality_Index,199123.95887324924,199123.95887324924,0.0,0.0
Avg Weekly Items per Store Selling,86820.09074680317,87870.38859392313,1050.2978471199604,1.2097405543873307
T5YIE,114324.94914031279,122392.07061442657,8067.121474113781,7.056308823905863
Brand 1_TikTok_Spend,5640.72018745298,9665.217465465203,4024.4972780122225,71.34722418892845
Median_CPI,25759.372478420293,21307.43398122782,-4451.938497192474,-17.282790956658783
Price per Volume,-256445.84414653404,-257573.47001023186,-1127.6258636978164,-0.4397130581119837
Unemployment_Rate,84183.15712367701,91322.79239482738,7139.635271150371,8.481073310972684
