,coefficient,family,sign,forced,t_stat_OLS,avg_weekly_contribution
const,-32122.572671194397,(intercept),(intercept),,,-32122.57267119439
ACV Weighted Distribution,1696.717713715371,Distribution,positive,yes,24.086879375360397,105706.1946291374
Weighted Weeks Price Reductions Only,122628.78601573166,Trade,positive,,9.133607267154586,3270.0283031600393
_C_COMPETITOR3__Weighted Weeks Display Only,-133939.0150294261,Competitive,negative,,-7.429853518481377,-10140.534576006874
