,Year 1 (Oct 2023-Sep 2024),Year 2 (Oct 2024-Sep 2025),YoY_change,YoY_pct
Intercept,-240687.56739725242,-240687.56739725242,0.0,0.0
ACV Weighted Distribution,210975.50116510785,221567.97392199156,10592.472756883712,5.020712214634875
Avg Weekly Items per Store Selling,179943.00274172146,172175.5527658456,-7767.449975875847,-4.316616849516923
Seasonality_Index,60976.45510373016,60976.45510373016,0.0,0.0
BRAND 3_Absco_Spend,3845.907463813971,8619.685184554524,4773.777720740553,124.12617218840771
