,Year 1 (Jan 2024-Dec 2024),Year 2 (Jan 2025-Dec 2025),YoY_change,YoY_pct
Intercept,32118.937024020775,32118.937024020775,0.0,0.0
ACV Weighted Distribution,200741.8291813527,191678.00184656176,-9063.827334790927,-4.515166256955122
Unemployment_Rate,-127947.05538855756,-138798.33895529195,-10851.28356673439,-8.48107331097268
Avg Weekly Items per Store Selling,86446.29289997726,78112.4882249258,-8333.804675051462,-9.640441938550328
_C_Competitor1__Weighted Weeks Special Pack Only,-62354.603228743894,-59452.71807526844,2901.8851534754504,4.653842704812136
Brand 1_Instacart_CTV_Spend,0.0,2269.7892946583625,2269.7892946583625,
_C_Competitor4__Weighted Weeks Price Reductions Only,-9560.913310074064,-11555.996001851685,-1995.0826917776212,-20.867072287701415
Seasonality_Index,5504.066532123915,5504.066532123915,0.0,0.0
