,Year 1 (Oct 2023-Sep 2024),Year 2 (Oct 2024-Sep 2025),YoY_change,YoY_pct
Intercept,1364934.3945607685,1364934.3945607685,0.0,0.0
ACV Weighted Distribution,20236376.907824084,18977594.7194469,-1258782.188377183,-6.220393077826566
Weighted Weeks Feature and Display,337688.71915303305,378683.4391613448,40994.720008311735,12.139795522673008
_C_COMPETITOR3__Weighted Weeks Price Reductions Only,-1565965.1645036263,-1306371.9866420706,259593.1778615557,16.577200039046883
_C_COMPETITOR6__Weighted Weeks Display Only,-1599156.1626775907,-1487975.2707261278,111180.89195146295,6.952472469311827
_C_COMPETITOR10__ACV Weighted Distribution,-9511754.45427548,-9662547.534858841,-150793.0805833619,-1.5853340338866853
Median_CPI,-900592.8725483,-777506.2757622991,123086.59678600088,13.667285244854032
