,Year 1 (Jan 2024-Dec 2024),Year 2 (Jan 2025-Dec 2025),YoY_change,YoY_pct
Intercept,-6708.196072670035,-6708.196072670035,0.0,0.0
ACV Weighted Distribution,240.90625520387016,333.7098421878379,92.80358698396776,38.52269709868325
Weighted Weeks Price Reductions Only,52.71451059785451,1.233486811369784,-51.48102378648473,-97.66006210172424
SNAP_Participants,6762.246334936757,6724.520718525764,-37.7256164109931,-0.5578858642887035
Seasonality_Index,185.78584104611605,185.78584104611605,0.0,0.0
