,Year 1 (Oct 2023-Sep 2024),Year 2 (Oct 2024-Sep 2025),YoY_change,YoY_pct
Intercept,-5517784.2319870265,-5517784.2319870265,0.0,0.0
ACV Weighted Distribution,9244465.743193015,9559807.932382578,315342.1891895626,3.4111456297164464
Seasonality_Index,6128779.921644913,6128779.921644913,0.0,0.0
Unemployment_Rate,2915058.04651698,3133687.4000057536,218629.35348877357,7.500000000000003
Price per Volume,-9147277.777251882,-9095419.886229346,51857.8910225369,0.5669215725743115
UMCSENT,1268599.852915739,1122620.580478733,-145979.272437006,-11.507117244376824
Gas_Price,2377673.906502627,2200211.433855233,-177462.47264739405,-7.463701063550281
