,Year 1 (Jan 2024-Dec 2024),Year 2 (Jan 2025-Dec 2025),YoY_change,YoY_pct
Intercept,17390322.02684388,17390322.02684388,0.0,0.0
ACV Weighted Distribution,1.2284496856352537e-11,1.2430164588050698e-11,1.4566773169816127e-13,1.1857850866951367
Seasonality_Index,128821439.2792305,128821439.2792305,0.0,0.0
Weighted Weeks Price Reductions Only,3953541.1082667094,5649583.410459383,1696042.302192674,42.89932128557641
Weighted Weeks Feature Only,2414586.96976503,2563274.190479453,148687.22071442334,6.1578738962917745
Unempclaims,-24001786.729834095,-24337099.721403006,-335312.9915689118,-1.397033459813721
_C_COMPETITOR7__Weighted Weeks Display Only,-791747.6302122878,-772798.1897925462,18949.440419741557,2.393368757499246
_C_COMPETITOR4__Weighted Weeks Feature and Display,-37242.17474813792,-36985.9023653453,256.27238279262383,0.6881241080193289
