,Year 1 (Jan 2024-Dec 2024),Year 2 (Jan 2025-Dec 2025),YoY_change,YoY_pct
Intercept,6135294.594015933,6135294.594015933,0.0,0.0
ACV Weighted Distribution,2195018.991704154,2002576.4227940275,-192442.56891012634,-8.767239355898196
Price per Volume,-6693864.565044325,-6900201.073905695,-206336.50886137038,-3.082472118406299
Seasonality_Index,564061.800137525,564061.800137525,0.0,0.0
_C_Competitor7__Avg Weekly Items per Store Selling,-1343753.3535966615,-1381817.1129680441,-38063.75937138265,-2.832644790764764
Gas_Price,1138045.8160834427,1069132.8808274318,-68912.93525601085,-6.055374421846483
_C_Competitor6__Weighted Weeks Feature Only,-39771.01644822221,-33310.07082435692,6460.945623865293,16.24536207737306
