,coefficient,family,sign,forced,t_stat_OLS,avg_weekly_contribution
const,-6406373.2412284715,(intercept),(intercept),,,-6406373.2412284715
ACV Weighted Distribution,47932.0754084036,Distribution,positive,yes,2.2418985133800553,7180244.981729581
Seasonality_Index,866881.9907513742,Seasonality,positive,,26.868347455961068,866881.9907513743
_C_COMPETITOR3__Avg Weekly Items per Store Selling,-36122.84725944174,Competitive,negative,,-7.612994239086198,-825702.1025787292
