,Year 1 (Jan 2024-Dec 2024),Year 2 (Jan 2025-Dec 2025),YoY_change,YoY_pct
Intercept,2321160.498970211,2321160.498970211,0.0,0.0
ACV Weighted Distribution,2494504.599528231,2495156.1514835767,651.5519553455524,0.026119493043579717
Seasonality_Index,1528273.4016194844,1528273.4016194844,0.0,0.0
Price per Volume,-3464672.956207382,-3388758.9749116343,75913.98129574768,2.191086496627007
_C_Competitor7__Weighted Weeks Price Reductions Only,-504436.26731993107,-598845.9226501576,-94409.65533022652,-18.715873827198198
Weighted Weeks Feature and Display,84890.49517796554,98980.72525351119,14090.230075545653,16.598124496749268
