,coefficient,family,sign,forced,t_stat_OLS,avg_weekly_contribution
const,14444.839011760188,(intercept),(intercept),,,14444.839011760194
ACV Weighted Distribution,2222.5509703712137,Distribution,positive,yes,1.3011172482386189,2659.854650751894
Price per Volume,-5813.170643603737,Price,negative,,-8.252303758646411,-27691.890646682525
Seasonality_Index,1689.4428439741341,Seasonality,positive,,4.915908982677555,1689.4428439741341
Unempclaims,0.042064670517447666,Macro,unconstrained,,2.1392193273268396,9433.406831523384
Median_CPI,610.6381776973151,Macro,unconstrained,,2.4333218824398264,2123.6093279207803
