,coefficient,family,sign,forced,t_stat_OLS,avg_weekly_contribution
const,2747278.1586936326,(intercept),(intercept),,,2747278.158693633
ACV Weighted Distribution,5502.33812097348,Distribution,positive,yes,1.1148862732602227,645993.8300594845
Price per Volume,-340158.5140112215,Price,negative,,-11.651802759025859,-2418553.402113019
_C_COMPETITOR7__Weighted Weeks Feature and Display,-105350.65646273771,Competitive,negative,,-0.3160188143790702,-5936.862501897712
