,coefficient,family,sign,forced,t_stat_OLS,avg_weekly_contribution
const,-129.0037706282699,(intercept),(intercept),,,-129.0037706282699
ACV Weighted Distribution,62.16299172802159,Distribution,positive,yes,6.810098861997189,5.525154782612578
Weighted Weeks Price Reductions Only,6570.041660166125,Trade,positive,,3.427067254637294,0.5187307443194643
SNAP_Participants,3.088243765603238e-06,Macro,unconstrained,,4.408719756162112,129.68045243713962
Seasonality_Index,3.5728046355022314,Seasonality,positive,,3.7061522595553993,3.572804635502232
