,Year 1 (Oct 2023-Sep 2024),Year 2 (Oct 2024-Sep 2025),YoY_change,YoY_pct
Intercept,-136584.88593207597,-136584.88593207597,0.0,0.0
ACV Weighted Distribution,142573.19979760813,141655.3037078064,-917.8960898017394,-0.6438068943565497
Price per Volume,-75318.81135592819,-71946.97356594853,3371.8377899796615,4.4767538537559135
Avg Weekly Items per Store Selling,157216.74095049346,156739.4686408347,-477.2723096587579,-0.3035760102730077
PSAVERT,32356.374013091903,29218.306769768402,-3138.0672433235013,-9.69845150774246
Median_CPI,-4067.191792351564,-3511.3170886355847,555.8747037159792,13.667285244854025
CFNAI,-737.2321548669125,-394.29982767661176,342.9323271903008,46.5161923454367
