,Year 1 (Jan 2024-Dec 2024),Year 2 (Jan 2025-Dec 2025),YoY_change,YoY_pct
Intercept,-33112.11338945397,-33112.11338945397,0.0,0.0
ACV Weighted Distribution,76838.93298880385,56327.10897116069,-20511.824017643157,-26.694571644600952
Price per Volume,-39034.16199226328,-37832.69038895922,1201.4716033040604,3.078000248967037
Seasonality_Index,40511.1653924786,40511.1653924786,0.0,0.0
Avg Weekly Items per Store Selling,28664.32966030126,28297.437892357702,-366.8917679435581,-1.2799593511921048
Median_CPI,-1821.4996136582922,-1506.6936431533825,314.80597050490974,17.28279095665877
_C_COMPETITOR4__Weighted Weeks Price Reductions Only,-2139.272556110973,-2607.3605599325656,-468.0880038215928,-21.880709051517
Weighted Weeks Display Only,1.1309662133049095e-24,1.267563333551824e-24,1.3659712024691454e-25,12.077913437197246
