,Year 1 (Oct 2023-Sep 2024),Year 2 (Oct 2024-Sep 2025),YoY_change,YoY_pct
Intercept,-1670373.7789021085,-1670373.7789021085,0.0,0.0
ACV Weighted Distribution,6820546.552127967,4172897.689302325,-2647648.862825642,-38.8187199162154
Weighted Weeks Price Reductions Only,320283.0185720983,19799.924956545845,-300483.0936155524,-93.81799102405776
_C_COMPETITOR3__Weighted Weeks Display Only,-650428.9597951568,-404186.636109558,246242.32368559885,37.85845017773337
