,Year 1 (Oct 2023-Sep 2024),Year 2 (Oct 2024-Sep 2025),YoY_change,YoY_pct
Intercept,64518.891467346155,64518.891467346155,0.0,0.0
ACV Weighted Distribution,630463.6682176583,681999.9959214828,51536.3277038245,8.174353305642402
Seasonality_Index,691343.7176851121,691343.7176851121,0.0,0.0
Brand 0210_Snapchat_Spend,0.0,4312.451233133922,4312.451233133922,
Price per Volume,-713605.4248331789,-718766.0887703995,-5160.663937220583,-0.7231817132593972
Brand 0210_Google_Ads_Spend,4943.258610162107,13196.162039638895,8252.903429476788,166.95269417041777
Brand 0210_TTD_Instacart_Display_Spend,0.0,17037.23811475492,17037.23811475492,
UMCSENT,143230.60145964226,126748.8882198551,-16481.71323978716,-11.507117244376841
Weighted Weeks Feature Only,3065.720436874349,983.1651299274353,-2082.555306946914,-67.93037231634142
