,coefficient,family,sign,forced,t_stat_OLS,avg_weekly_contribution
const,1240.74791283358,(intercept),(intercept),,,1240.74791283358
ACV Weighted Distribution,1008.571577015692,Distribution,positive,yes,8.122880957091436,12619.842924414817
Seasonality_Index,13295.071493944464,Seasonality,positive,,12.255405291450595,13295.071493944466
Brand 0210_Snapchat_Spend,0.014247645768165285,Media,positive,,1.4896616305420876,394.78535627183066
Price per Volume,-1169.4481782575942,Price,negative,,-4.034012486612516,-13772.80301541902
Brand 0210_Google_Ads_Spend,0.008362500053522126,Media,positive,,2.546105186917687,368.28578290946444
Brand 0210_TTD_Instacart_Display_Spend,0.08837937880393554,Media,positive,,3.148123252855735,742.4519039064961
UMCSENT,38.90867148202821,Macro,unconstrained,,3.137813064468265,2595.9566315336288
Weighted Weeks Feature Only,167731.96889571784,Trade,positive,,2.060672336747633,38.9315919884787
