,coefficient,family,sign,forced,t_stat_OLS,avg_weekly_contribution
const,9671.387548273991,(intercept),(intercept),,,9671.387548273993
ACV Weighted Distribution,9.53548952915525,Distribution,positive,yes,1.3812867740356525,99.93575788749742
Price per Volume,-1161.797205593899,Price,negative,,-12.753158733110935,-6467.419403651386
Seasonality_Index,3636.839272298628,Seasonality,positive,,8.467914545079408,3636.8392722986287
Trend,-19.55731593155974,Trend,unconstrained,,-7.008506289758795,-1789.494407737716
Total Category Price Per Volume,563.045729006794,Category Price,positive,,1.9434532658620247,5899.404911699345
PSAVERT,-612.8486420221045,Macro,unconstrained,,-3.55207345731299,-2751.926113695411
Unemployment_Rate,-637.6313139009897,Macro,unconstrained,,-2.738630935422863,-2595.2820689835476
